gene,drug_PRL
209656_s_at,1764
209657_s_at,19630
209658_at,16604
209659_s_at,13576
209660_at,1407
209661_at,7430
209662_at,19015
209663_s_at,5064
209664_x_at,8007
209665_at,18990
209666_s_at,20324
209667_at,13897
209668_x_at,19799
209669_s_at,12794
209670_at,1144
209671_x_at,4160
209672_s_at,13946
209674_at,20912
209675_s_at,21732
209676_at,16462
209677_at,8556
209678_s_at,11784
209679_s_at,17898
209680_s_at,17762
209681_at,21946
209682_at,10041
209683_at,2570
209684_at,372
209685_s_at,676
209686_at,7518
209687_at,19682
209688_s_at,20333
209689_at,14926
209690_s_at,1954
209691_s_at,16014
209692_at,5416
209693_at,13734
209694_at,19009
209695_at,16954
209696_at,8063
209697_at,1903
209698_at,13491
209699_x_at,7871
209700_x_at,3263
209701_at,13774
209702_at,7825
209703_x_at,1322
209704_at,12712
209705_at,18745
209706_at,3650
209707_at,16200
209708_at,10305
209709_s_at,18580
209710_at,168
209711_at,18786
209712_at,12854
209713_s_at,6042
209714_s_at,14873
209715_at,10159
209716_at,56
209717_at,17252
209718_at,15822
209719_x_at,3190
209720_s_at,4668
209721_s_at,3246
209722_s_at,1107
209723_at,19108
209724_s_at,20750
209725_at,17496
209726_at,3900
209727_at,575
209728_at,1597
209729_at,21769
209730_at,19784
209731_at,14193
209732_at,5811
209733_at,15858
209734_at,3431
209735_at,5219
209736_at,18993
209737_at,1509
209738_x_at,901
209739_s_at,3960
209740_s_at,2652
209741_x_at,16736
209742_s_at,8869
209743_s_at,12834
209744_x_at,8550
209745_at,20388
209746_s_at,11967
209747_at,12563
209748_at,16251
209749_s_at,6030
209750_at,5458
209751_s_at,6587
209752_at,3158
209753_s_at,9813
209754_s_at,12169
209755_at,3566
209756_s_at,7141
209757_s_at,7302
209758_s_at,1032
209759_s_at,7385
209760_at,18382
209761_s_at,15561
209762_x_at,16633
209763_at,13273
209764_at,13929
209765_at,5968
209766_at,3511
209767_s_at,10271
209768_s_at,2443
209769_s_at,2833
209770_at,473
209771_x_at,10243
209772_s_at,11714
209773_s_at,13996
209774_x_at,6463
209775_x_at,6916
209776_s_at,13426
209777_s_at,6366
209778_at,21284
209779_at,19533
209780_at,21782
209781_s_at,6678
209782_s_at,6454
209783_at,583
209784_s_at,18074
209785_s_at,5141
209786_at,19660
209787_s_at,16269
209788_s_at,9028
209789_at,5455
209790_s_at,14178
209791_at,12915
209792_s_at,2522
209793_at,6893
209794_at,12888
209795_at,7850
209796_s_at,16534
209797_at,12050
209798_at,18197
209799_at,14756
209800_at,14263
209802_at,11019
209803_s_at,9377
209804_at,20027
209805_at,2064
209806_at,17486
209807_s_at,8927
209808_x_at,4128
209810_at,3816
209811_at,16623
209812_x_at,9124
209813_x_at,18962
209814_at,17769
209815_at,8138
209816_at,11621
209817_at,19028
209818_s_at,15073
209819_at,3780
209820_s_at,7176
209821_at,7702
209822_s_at,18077
209823_x_at,991
209824_s_at,13500
209825_s_at,5438
209826_at,21526
209827_s_at,4235
209828_s_at,2346
209829_at,2650
209830_s_at,8662
209831_x_at,13742
209832_s_at,13149
209833_at,14323
209834_at,15473
209835_x_at,16491
209836_x_at,13712
209837_at,21222
209838_at,16413
209839_at,3821
209840_s_at,3861
209841_s_at,11150
209842_at,2021
209843_s_at,3479
209844_at,2501
209845_at,11609
209846_s_at,3309
209847_at,6344
209848_s_at,1567
209849_s_at,18904
209850_s_at,10205
209851_at,11585
209852_x_at,20588
209853_s_at,4433
209854_s_at,3843
209855_s_at,2822
209856_x_at,18307
209857_s_at,15685
209858_x_at,18960
209859_at,7191
209860_s_at,9480
209861_s_at,11659
209862_s_at,12988
209863_s_at,5901
209864_at,12755
209865_at,17222
209866_s_at,2640
209867_s_at,13854
209868_s_at,12756
209869_at,3055
209870_s_at,7342
209871_s_at,14246
209872_s_at,21043
209873_s_at,20812
209874_x_at,8152
209875_s_at,8429
209876_at,12741
209877_at,13129
209878_s_at,7522
209879_at,3125
209880_s_at,3412
209881_s_at,12622
209882_at,14569
209883_at,13993
209884_s_at,22166
209885_at,15549
209886_s_at,4300
209887_at,6283
209888_s_at,6240
209889_at,1649
209890_at,1734
209891_at,21845
209892_at,15897
209893_s_at,10606
209894_at,20396
209895_at,19989
209896_s_at,5711
209897_s_at,19222
209898_x_at,7033
209899_s_at,13711
209900_s_at,6334
209901_x_at,1461
209902_at,10320
209903_s_at,20718
209904_at,3112
209905_at,9698
209906_at,13833
209907_s_at,20092
209908_s_at,2871
209909_s_at,19657
209910_at,15870
209911_x_at,16385
209912_s_at,17224
209913_x_at,11817
209914_s_at,7695
209915_s_at,1342
209916_at,13676
209917_s_at,12160
209918_at,143
209919_x_at,1088
209920_at,20003
209921_at,16492
209922_at,21121
209923_s_at,6596
209924_at,11819
209925_at,18128
209926_at,5825
209927_s_at,15662
209928_s_at,6016
209929_s_at,4091
209930_s_at,3523
209931_s_at,3407
209932_s_at,6738
209933_s_at,5358
209934_s_at,22038
209935_at,21882
209936_at,19030
209937_at,12723
209938_at,8260
209939_x_at,22002
209940_at,820
209941_at,17838
209942_x_at,10219
209943_at,8831
209944_at,17532
209945_s_at,14765
209946_at,13458
209947_at,16844
209948_at,521
209949_at,8918
209950_s_at,375
209951_s_at,7292
209952_s_at,5113
209953_s_at,17131
209954_x_at,1202
209955_s_at,10548
209956_s_at,16379
209957_s_at,5454
209958_s_at,3963
209959_at,4800
209960_at,8938
209961_s_at,177
209962_at,9361
209963_s_at,156
209964_s_at,21661
209965_s_at,14034
209966_x_at,1667
209967_s_at,19727
209968_s_at,2345
209969_s_at,18731
209970_x_at,20738
209971_x_at,13479
209972_s_at,7679
209973_at,16542
209974_s_at,19578
209975_at,15120
209976_s_at,14814
209977_at,3565
209978_s_at,2184
209979_at,9527
209980_s_at,16545
209981_at,7028
209982_s_at,8208
209983_s_at,7165
209984_at,10577
209985_s_at,12268
209986_at,6919
209987_s_at,12618
209988_s_at,5854
209989_at,21900
209990_s_at,11099
209991_x_at,8359
209992_at,6661
209993_at,9988
209994_s_at,16871
209995_s_at,7075
209996_x_at,18809
209997_x_at,15381
209998_at,21561
209999_x_at,3239
210000_s_at,4204
210001_s_at,16909
210002_at,7791
210004_at,1102
210005_at,19429
210006_at,1211
210007_s_at,6622
210008_s_at,3544
210009_s_at,4087
210010_s_at,9646
210011_s_at,21895
210012_s_at,19475
210013_at,15489
210014_x_at,10840
210015_s_at,14376
210016_at,5166
210017_at,19383
210018_x_at,9162
210019_at,346
210020_x_at,4890
210021_s_at,16368
210022_at,16024
210023_s_at,9370
210024_s_at,15948
210025_s_at,10866
210026_s_at,20391
210027_s_at,5696
210028_s_at,16163
210029_at,3054
210030_at,2516
210031_at,9086
210032_s_at,1798
210033_s_at,12713
210034_s_at,13779
210035_s_at,11918
210036_s_at,17033
210037_s_at,7042
210038_at,856
210039_s_at,6117
210040_at,20528
210041_s_at,16032
210042_s_at,11024
210043_at,834
210044_s_at,14282
210045_at,22007
210046_s_at,16155
210047_at,3927
210048_at,15995
210049_at,7643
210050_at,14412
210051_at,1386
210052_s_at,17169
210053_at,19484
210054_at,19610
210055_at,3443
210056_at,2239
210057_at,7285
210058_at,17907
210059_s_at,10236
210060_at,1795
210061_at,15172
210062_s_at,3406
210063_at,171
210064_s_at,1834
210065_s_at,326
210066_s_at,7294
210067_at,6281
210068_s_at,3130
210069_at,11245
210070_s_at,16837
210072_at,2100
210073_at,2059
210074_at,5361
210075_at,18043
210076_x_at,16416
210077_s_at,13438
210078_s_at,4342
210079_x_at,3752
210080_x_at,11512
210081_at,6157
210082_at,2941
210083_at,11866
210084_x_at,1720
210085_s_at,5137
210086_at,15146
210087_s_at,13756
210088_x_at,9949
210089_s_at,4004
210090_at,15330
210091_s_at,14961
210092_at,17186
210093_s_at,11611
210094_s_at,1351
210095_s_at,7715
210096_at,732
210097_s_at,15975
210098_s_at,10394
210099_at,5983
210100_s_at,7438
210101_x_at,3840
210102_at,13817
210103_s_at,4001
210104_at,1072
210105_s_at,6246
210106_at,5486
210107_at,2461
210108_at,17844
210109_at,17710
210110_x_at,16070
210111_s_at,19403
210112_at,6629
210113_s_at,8334
210114_at,21411
210115_at,16806
210116_at,14050
210117_at,19326
210118_s_at,7603
210119_at,2197
210120_s_at,18082
210121_at,4627
210122_at,281
210123_s_at,7020
210124_x_at,3803
210125_s_at,224
210126_at,5583
210127_at,74
210128_s_at,16678
210129_s_at,15691
210130_s_at,10856
210131_x_at,10946
210132_at,1763
210133_at,2194
210134_x_at,2685
210135_s_at,21915
210136_at,8747
210137_s_at,11648
210138_at,11850
210139_s_at,17014
210140_at,5806
210141_s_at,7918
210142_x_at,15226
210143_at,5177
210144_at,3124
210145_at,8765
210146_x_at,5966
210147_at,3292
210148_at,17205
210149_s_at,14858
210150_s_at,14426
210151_s_at,11964
210152_at,12744
210153_s_at,9139
210154_at,17011
210155_at,18897
210156_s_at,15834
210157_at,15213
210158_at,8985
210159_s_at,385
210160_at,9586
210161_at,3021
210162_s_at,2062
210163_at,1602
210164_at,3172
210165_at,5409
210166_at,18919
210167_s_at,10780
210168_at,3165
210169_at,6434
210170_at,3238
210171_s_at,8362
210172_at,7878
210173_at,7836
210174_at,2842
210175_at,10128
210176_at,8848
210177_at,16629
210178_x_at,7807
210179_at,10666
210180_s_at,16211
210181_s_at,3915
210182_at,14763
210183_x_at,11306
210184_at,6409
210185_at,13137
210186_s_at,4825
210187_at,5428
210188_at,13706
210189_at,17761
210190_at,8892
210191_s_at,20423
210192_at,10172
210193_at,6402
210194_at,8815
210195_s_at,13775
210196_s_at,3502
210197_at,7345
210198_s_at,7604
210199_at,10571
210200_at,17269
210201_x_at,10696
210202_s_at,4447
210203_at,11042
210204_s_at,2227
210205_at,8380
210206_s_at,5132
210208_x_at,16774
210210_at,15573
210211_s_at,16816
210212_x_at,947
210213_s_at,7295
210214_s_at,9510
210215_at,1029
210216_x_at,20576
210218_s_at,230
210219_at,1929
210220_at,12916
210221_at,5045
210222_s_at,1288
210223_s_at,17741
210224_at,5884
210225_x_at,11540
210226_at,18156
210227_at,6795
210228_at,1590
210229_s_at,1126
210230_at,21897
210231_x_at,11124
210232_at,206
210233_at,22009
210234_at,3796
210235_s_at,12012
210236_at,6253
210237_at,18428
210239_at,19876
210240_s_at,15798
210241_s_at,21358
210242_x_at,19591
210243_s_at,11860
210244_at,9839
210245_at,1444
210246_s_at,12089
210247_at,9862
210248_at,5257
210249_s_at,20023
210250_x_at,6988
210251_s_at,16241
210252_s_at,20635
210253_at,14348
210254_at,4691
210255_at,21615
210256_s_at,11346
210257_x_at,8422
210258_at,2758
210259_s_at,6680
210260_s_at,17101
210261_at,12356
210262_at,289
210263_at,19710
210264_at,3150
210265_x_at,3109
210266_s_at,19649
210267_at,13045
210268_at,14836
210269_s_at,7089
210270_at,3289
210271_at,5451
210272_at,16800
210273_at,9513
210274_at,8599
210275_s_at,21437
210276_s_at,15501
210277_at,21683
210278_s_at,21833
210279_at,213
210280_at,1156
210281_s_at,2966
210282_at,22030
210283_x_at,19592
210284_s_at,18603
210285_x_at,11620
210286_s_at,4962
210287_s_at,7427
210288_at,19166
210289_at,4027
210290_at,18777
210291_s_at,13985
210292_s_at,4110
210293_s_at,18379
210294_at,1729
210295_at,6713
210296_s_at,14123
210297_s_at,12123
210298_x_at,5012
210299_s_at,6277
210300_at,844
210301_at,79
210302_s_at,6516
210303_at,5254
210304_at,19669
210305_at,10901
210306_at,4268
210307_s_at,8511
210309_at,5922
210310_s_at,4649
210311_at,18048
210312_s_at,19273
210313_at,9754
210314_x_at,19869
210315_at,8164
210316_at,15775
210317_s_at,7144
210318_at,5594
210319_x_at,11372
210320_s_at,5881
210321_at,5264
210322_x_at,150
210323_at,3143
210324_at,8251
210325_at,7804
210326_at,5459
210327_s_at,4869
210328_at,333
210329_s_at,13463
210330_at,15954
210331_at,12798
210332_at,2377
210333_at,6354
210334_x_at,16751
210335_at,501
210336_x_at,21638
210337_s_at,669
210338_s_at,3886
210339_s_at,388
210340_s_at,1157
210341_at,3088
210342_s_at,5380
210343_s_at,5411
210344_at,7130
210345_s_at,347
210346_s_at,16364
210347_s_at,5799
210348_at,3812
210349_at,13694
210350_x_at,2437
210352_at,7034
210353_s_at,6179
210354_at,1289
210355_at,11923
210356_x_at,7142
210357_s_at,11971
210358_x_at,13715
210359_at,3023
210360_s_at,15138
210361_s_at,9687
210362_x_at,6739
210363_s_at,2255
210364_at,11238
210365_at,10900
210366_at,11482
210367_s_at,2399
210368_at,2624
210369_at,8826
210370_s_at,536
210371_s_at,19300
210372_s_at,7683
210373_at,3377
210374_x_at,1886
210375_at,3721
210376_x_at,20238
210377_at,7204
210378_s_at,11373
210379_s_at,15694
210380_s_at,6675
210381_s_at,10518
210382_at,5946
210383_at,853
210384_at,15056
210385_s_at,17723
210386_s_at,11965
210387_at,18304
210388_at,2027
210389_x_at,6599
210390_s_at,3890
210391_at,3177
210392_x_at,13921
210393_at,3693
210394_x_at,8525
210395_x_at,10046
210396_s_at,21419
210397_at,8772
210398_x_at,8129
210399_x_at,2634
210400_at,5650
210401_at,9766
210402_at,5942
210403_s_at,16447
210404_x_at,3585
210405_x_at,5992
210406_s_at,17859
210407_at,19823
210408_s_at,2474
210409_at,16021
210410_s_at,11101
210411_s_at,13417
210412_at,16002
210413_x_at,3871
210414_at,6483
210415_s_at,11335
210416_s_at,17783
210417_s_at,21564
210418_s_at,2465
210419_at,534
210420_at,13933
210421_s_at,13486
210422_x_at,6835
210423_s_at,794
210424_s_at,11122
210425_x_at,17053
210426_x_at,8104
210427_x_at,4905
210428_s_at,16600
210429_at,1530
210430_x_at,3488
210431_at,8384
210432_s_at,7353
210433_at,1038
210434_x_at,4258
210435_at,6243
210436_at,5570
210437_at,2768
210438_x_at,16104
210439_at,1170
210440_s_at,7957
210441_at,2225
210442_at,1175
210443_x_at,19349
210444_at,3444
210445_at,14833
210446_at,5236
210447_at,7437
210448_s_at,21409
210449_x_at,12117
210450_at,2988
210451_at,4445
210452_x_at,10316
210453_x_at,5765
210454_s_at,1377
210455_at,11253
210456_at,2365
210457_x_at,6886
210458_s_at,4838
210459_at,4783
210460_s_at,5645
210461_s_at,6518
210462_at,5449
210463_x_at,10596
210464_at,9805
210465_s_at,19029
210466_s_at,20255
210467_x_at,636
210469_at,11014
210470_x_at,1054
210471_s_at,1475
210472_at,1799
210473_s_at,12395
210474_s_at,21423
210475_at,958
210476_s_at,793
210477_x_at,18301
210479_s_at,13502
210480_s_at,13751
210481_s_at,10258
210482_x_at,3306
210483_at,1055
210484_s_at,2
210486_at,17369
210487_at,1698
210491_at,6415
210492_at,20318
210493_s_at,13399
210495_x_at,4531
210496_at,14446
210497_x_at,1765
210498_at,4123
210499_s_at,2494
210500_at,8717
210501_x_at,4861
210502_s_at,8086
210503_at,831
210504_at,8922
210505_at,5732
210506_at,1580
210507_s_at,5168
210508_s_at,6040
210510_s_at,14891
210511_s_at,11170
210512_s_at,9811
210513_s_at,12458
210514_x_at,15910
210515_at,16822
210516_at,1835
210517_s_at,10690
210518_at,18761
210519_s_at,8236
210520_at,8121
210521_s_at,9457
210523_at,4231
210524_x_at,17201
210525_x_at,23
210527_x_at,9596
210528_at,18727
210529_s_at,12583
210530_s_at,10609
210531_at,19785
210532_s_at,18209
210533_at,10105
210534_s_at,11638
210535_at,247
210536_s_at,20610
210537_s_at,7970
210538_s_at,17740
210539_at,18324
210540_s_at,18625
210541_s_at,20087
210542_s_at,17106
210543_s_at,6699
210544_s_at,19819
210545_at,9525
210546_x_at,2281
210547_x_at,561
210548_at,4217
210549_s_at,903
210550_s_at,5389
210551_s_at,2877
210552_s_at,19337
210553_x_at,7790
210554_s_at,15781
210555_s_at,19310
210556_at,10208
210557_x_at,6005
210558_at,363
210559_s_at,16022
210560_at,6279
210561_s_at,13185
210562_at,6614
210563_x_at,2328
210564_x_at,17250
210565_at,5026
210567_s_at,17884
210568_s_at,21265
210569_s_at,7846
210570_x_at,7744
210571_s_at,6160
210572_at,750
210573_s_at,8554
210574_s_at,12810
210575_at,2533
210576_at,10067
210577_at,6009
210578_at,6216
210579_s_at,1421
210580_x_at,16553
210581_x_at,19740
210582_s_at,6207
210583_at,8296
210584_s_at,11764
210585_s_at,10116
210586_x_at,4293
210587_at,4746
210588_x_at,18726
210589_s_at,18017
210592_s_at,7822
210593_at,7337
210594_x_at,7306
210595_at,2341
210596_at,14551
210597_x_at,842
210598_at,9103
210599_at,7945
210600_s_at,295
210601_at,13626
210602_s_at,3623
210603_at,9200
210604_at,1226
210605_s_at,19497
210606_x_at,8124
210607_at,769
210608_s_at,3419
210609_s_at,19745
210610_at,695
210611_s_at,18462
210612_s_at,14073
210613_s_at,20466
210614_at,5152
210615_at,3400
210616_s_at,16173
210617_at,17020
210618_at,17177
210619_s_at,7745
210620_s_at,22260
210621_s_at,18249
210622_x_at,19810
210623_at,5115
210624_s_at,16148
210625_s_at,12520
210626_at,7007
210627_s_at,12694
210628_x_at,14880
210629_x_at,6581
210630_s_at,9714
210631_at,9011
210632_s_at,1980
210633_x_at,22039
210634_at,13101
210635_s_at,17834
210636_at,14852
210637_at,3186
210638_s_at,13760
210639_s_at,15070
210640_s_at,9376
210641_at,1503
210642_at,11491
210643_at,2584
210644_s_at,19342
210645_s_at,21167
210646_x_at,836
210647_x_at,14848
210648_x_at,8745
210649_s_at,20216
210650_s_at,15654
210651_s_at,17635
210652_s_at,9826
210653_s_at,17482
210654_at,647
210655_s_at,8539
210656_at,21634
210657_s_at,7058
210658_s_at,12626
210659_at,9785
210660_at,2221
210661_at,8040
210662_at,13135
210663_s_at,11508
210664_s_at,3447
210665_at,9749
210666_at,226
210667_s_at,17890
210669_at,3901
210670_at,9003
210671_x_at,12069
210672_s_at,4866
210673_x_at,6295
210674_s_at,20752
210675_s_at,5886
210676_x_at,9263
210677_at,11290
210678_s_at,7851
210679_x_at,13344
210680_s_at,6208
210681_s_at,19363
210682_at,5672
210683_at,14609
210684_s_at,985
210685_s_at,14122
210686_x_at,21823
210687_at,14112
210688_s_at,8352
210689_at,5958
210690_at,14917
210691_s_at,21828
210692_s_at,4081
210693_at,16681
210694_s_at,6484
210695_s_at,16138
210697_at,2838
210698_at,823
210699_at,3805
210701_at,15457
210702_s_at,4168
210703_at,611
210704_at,1739
210705_s_at,9571
210706_s_at,17145
210707_x_at,19903
210708_x_at,7149
210709_at,6773
210710_at,13376
210711_at,10941
210712_at,9153
210713_at,1502
210714_at,4222
210715_s_at,1546
210716_s_at,1042
210717_at,22283
210718_s_at,19859
210719_s_at,18748
210720_s_at,21023
210721_s_at,2817
210722_at,6850
210723_x_at,396
210724_at,2719
210726_at,6812
210727_at,7209
210728_s_at,6517
210729_at,7229
210730_s_at,4730
210731_s_at,863
210732_s_at,10240
210733_at,17417
210734_x_at,18233
210735_s_at,3108
210736_x_at,12970
210737_at,2772
210738_s_at,6900
210739_x_at,14437
210740_s_at,10882
210741_at,1525
210742_at,9094
210743_s_at,16274
210744_s_at,7812
210745_at,8388
210746_s_at,3977
210747_at,1727
210748_at,6380
210749_x_at,17158
210750_s_at,8381
210751_s_at,10490
210752_s_at,13681
210753_s_at,2189
210754_s_at,7135
210755_at,4276
210756_s_at,21399
210757_x_at,2456
210758_at,8058
210759_s_at,8895
210760_x_at,9790
210761_s_at,8241
210762_s_at,22064
210763_x_at,1436
210764_s_at,10653
210765_at,16771
210766_s_at,18459
210767_at,9016
210768_x_at,12646
210769_at,8742
210770_s_at,1094
210771_at,12317
210772_at,5080
210773_s_at,2928
210774_s_at,19455
210775_x_at,13403
210776_x_at,20498
210778_s_at,8245
210779_x_at,9900
210780_at,13635
210781_x_at,4871
210782_x_at,6689
210783_x_at,20584
210784_x_at,4206
210785_s_at,5401
210786_s_at,18269
210787_s_at,10564
210788_s_at,12555
210789_x_at,9415
210790_s_at,7598
210791_s_at,21886
210792_x_at,4397
210793_s_at,20452
210794_s_at,8141
210795_s_at,4779
210796_x_at,1304
210797_s_at,245
210798_x_at,13108
210799_at,14243
210800_at,3974
210801_at,14027
210802_s_at,16466
210803_at,6193
210804_x_at,4212
210805_x_at,4574
210806_at,9829
210807_s_at,11207
210808_s_at,8297
210809_s_at,7512
210810_s_at,1891
210811_s_at,21767
210812_at,11254
210813_s_at,14254
210814_at,2247
210815_s_at,3086
210816_s_at,13251
210817_s_at,2921
210818_s_at,11879
210819_x_at,12953
210820_x_at,1651
210821_x_at,14044
210822_at,17689
210823_s_at,12991
210824_at,7492
210825_s_at,11771
210826_x_at,8867
210827_s_at,4863
210828_s_at,2734
210829_s_at,17355
210830_s_at,16423
210831_s_at,12
210832_x_at,4616
210833_at,4872
210834_s_at,638
210835_s_at,4703
210836_x_at,8630
210837_s_at,8217
210838_s_at,8387
210839_s_at,268
210840_s_at,19460
210841_s_at,447
210842_at,7051
210843_s_at,19115
210844_x_at,14000
210845_s_at,20655
210846_x_at,11814
210847_x_at,14587
210848_at,14125
210849_s_at,19985
210850_s_at,2436
210852_s_at,14343
210853_at,4534
210854_x_at,12238
210855_at,9650
210858_x_at,16720
210859_x_at,17447
210861_s_at,1067
210862_s_at,4643
210864_x_at,14914
210865_at,17056
210866_s_at,19605
210867_at,13292
210868_s_at,8582
210869_s_at,2116
210870_s_at,6567
210871_x_at,516
210872_x_at,1488
210873_x_at,5121
210874_s_at,12193
210875_s_at,5674
210876_at,6027
210878_s_at,20017
210879_s_at,17971
210880_s_at,13951
210881_s_at,5593
210882_s_at,5980
210883_x_at,16508
210884_s_at,1928
210885_s_at,1917
210886_x_at,9896
210887_s_at,5762
210888_s_at,1768
210889_s_at,11838
210890_x_at,1800
210891_s_at,21576
210892_s_at,5870
210893_at,4589
210894_s_at,442
210895_s_at,5214
210896_s_at,17674
210904_s_at,184
210905_x_at,10424
210906_x_at,13177
210907_s_at,7440
210908_s_at,5861
210909_x_at,2302
210910_s_at,17738
210911_at,12013
210912_x_at,14417
210913_at,11436
210914_at,4549
210915_x_at,14640
210916_s_at,7037
210917_at,6020
210918_at,6235
210919_at,5843
210920_x_at,1399
210921_at,116
210922_at,7713
210923_at,3759
210924_at,4760
210925_at,2938
210926_at,8314
210927_x_at,3294
210928_at,1395
210929_s_at,1496
210930_s_at,353
210931_at,895
210932_s_at,11880
210933_s_at,10925
210934_at,7459
210935_s_at,11156
210936_at,19421
210937_s_at,2944
210938_at,7326
210939_s_at,3878
210940_s_at,20565
210941_at,8775
210942_s_at,7113
210943_s_at,20797
210944_s_at,9911
210945_at,7073
210946_at,19882
210947_s_at,20794
210948_s_at,8286
210949_s_at,14759
210950_s_at,1513
210951_x_at,10757
210952_at,2460
210953_at,11614
210954_s_at,19873
210955_at,19937
210956_at,6247
210957_s_at,670
210958_s_at,20670
210959_s_at,16540
210960_at,331
210961_s_at,16190
210962_s_at,18925
210963_s_at,7578
210964_s_at,11615
210965_x_at,14724
210966_x_at,17969
210967_x_at,2243
210968_s_at,18031
210969_at,7083
210970_s_at,20556
210971_s_at,2277
210972_x_at,1692
210973_s_at,7930
210974_s_at,14032
210975_x_at,14887
210976_s_at,19324
210977_s_at,11139
210978_s_at,7573
210979_at,3841
210980_s_at,21188
210981_s_at,21581
210982_s_at,1172
210983_s_at,16665
210984_x_at,8800
210985_s_at,12601
210986_s_at,16709
210987_x_at,16653
210988_s_at,19275
210989_at,14147
210990_s_at,3274
210991_s_at,5385
210992_x_at,6374
210993_s_at,6994
210994_x_at,12127
210995_s_at,15372
210996_s_at,17282
210997_at,15715
210998_s_at,5228
210999_s_at,10662
211000_s_at,21945
211001_at,2703
211002_s_at,17000
211003_x_at,15983
211004_s_at,21699
211005_at,1291
211006_s_at,4442
211008_s_at,7666
211009_s_at,15710
211010_s_at,4092
211011_at,7967
211012_s_at,7656
211013_x_at,22266
211014_s_at,13461
211015_s_at,19364
211016_x_at,12090
211017_s_at,11545
211018_at,15286
211019_s_at,17031
211020_at,18142
211021_s_at,1856
211022_s_at,11902
211023_at,18179
211024_s_at,5743
211025_x_at,10944
211026_s_at,9899
211027_s_at,6271
211028_s_at,4929
211029_x_at,6813
211030_s_at,4460
211031_s_at,5234
211032_at,13744
211033_s_at,4472
211034_s_at,15431
211036_x_at,5849
211037_s_at,20020
211038_s_at,21342
211039_at,4192
211040_x_at,1624
211042_x_at,19042
211043_s_at,11085
211044_at,1301
211045_s_at,13636
211046_at,290
211047_x_at,4777
211048_s_at,11672
211049_at,3037
211050_x_at,14270
211051_s_at,8047
211052_s_at,19020
211053_at,9971
211054_at,3763
211055_s_at,2208
211056_s_at,9980
211057_at,1500
211058_x_at,11484
211059_s_at,3486
211060_x_at,13657
211061_s_at,15765
211062_s_at,6318
211063_s_at,16651
211064_at,13394
211065_x_at,18282
211066_x_at,15908
211067_s_at,4190
211068_x_at,19688
211069_s_at,15636
211070_x_at,10972
211071_s_at,10162
211072_x_at,11155
211073_x_at,8728
211074_at,11001
211075_s_at,18986
211076_x_at,10530
211077_s_at,1987
211078_s_at,19418
211079_s_at,9517
211080_s_at,10701
211081_s_at,6505
211082_x_at,466
211083_s_at,1255
211084_x_at,14663
211085_s_at,16858
211086_x_at,4811
211087_x_at,8448
211088_s_at,7680
211089_s_at,9090
211090_s_at,13153
211091_s_at,12239
211092_s_at,5911
211093_at,7161
211094_s_at,19818
211095_at,6296
211096_at,5138
211097_s_at,20804
211098_x_at,3808
211099_s_at,2788
211100_x_at,3057
211101_x_at,2857
211102_s_at,1347
211103_at,3053
211104_s_at,3702
211105_s_at,9643
211106_at,9835
211107_s_at,4786
211108_s_at,5584
211109_at,881
211110_s_at,8392
211111_at,4069
211112_at,910
211113_s_at,17127
211114_x_at,4685
211115_x_at,14353
211116_at,12757
211117_x_at,4708
211118_x_at,7479
211119_at,5478
211120_x_at,2903
211121_s_at,12370
211122_s_at,4297
211123_at,4074
211124_s_at,6047
211125_x_at,1217
211126_s_at,20581
211127_x_at,419
211128_at,654
211129_x_at,18090
211130_x_at,12257
211131_s_at,8402
211132_at,8858
211133_x_at,13444
211135_x_at,2004
211136_s_at,19632
211137_s_at,8661
211138_s_at,20004
211139_s_at,10299
211140_s_at,2588
211141_s_at,15190
211142_x_at,9974
211143_x_at,17409
211144_x_at,15202
211145_x_at,5136
211146_at,5261
211147_s_at,3514
211148_s_at,4952
211149_at,8076
211150_s_at,10582
211151_x_at,6168
211152_s_at,20039
211153_s_at,10927
211154_at,5714
211155_s_at,11678
211156_at,2770
211157_at,8161
211159_s_at,22005
211160_x_at,20621
211161_s_at,557
211162_x_at,6446
211163_s_at,3634
211164_at,3308
211165_x_at,3450
211166_at,5283
211167_s_at,3457
211168_s_at,17561
211169_s_at,11601
211170_s_at,7969
211171_s_at,8287
211172_x_at,11619
211173_at,8645
211174_s_at,13730
211175_at,11543
211176_s_at,733
211177_s_at,13501
211178_s_at,6743
211179_at,2486
211180_x_at,18255
211181_x_at,4663
211182_x_at,6475
211184_s_at,2310
211185_s_at,18557
211186_s_at,2127
211187_at,2498
211188_at,3138
211189_x_at,12124
211190_x_at,8841
211191_at,3956
211192_s_at,3751
211193_at,9194
211194_s_at,2893
211195_s_at,6514
211196_at,5625
211197_s_at,734
211198_s_at,6691
211199_s_at,236
211200_s_at,20295
211201_at,4381
211202_s_at,13638
211203_s_at,1947
211204_at,45
211205_x_at,11271
211207_s_at,4781
211208_s_at,15244
211209_x_at,803
211210_x_at,1885
211211_x_at,1930
211212_s_at,20867
211213_at,14466
211214_s_at,1956
211215_x_at,9001
211217_s_at,1922
211218_at,8757
211219_s_at,11594
211220_s_at,1402
211221_at,12660
211222_s_at,22066
211223_at,5399
211224_s_at,4083
211225_at,9470
211226_at,1916
211227_s_at,4181
211228_s_at,19757
211230_s_at,757
211231_x_at,1485
211232_x_at,2771
211233_x_at,12962
