gene,drug_PRL
211234_x_at,16124
211235_s_at,7016
211237_s_at,14882
211238_at,2072
211239_s_at,8355
211240_x_at,14211
211241_at,17826
211242_x_at,2268
211245_x_at,3056
211248_s_at,257
211249_at,3145
211250_s_at,532
211251_x_at,10111
211252_x_at,4679
211253_x_at,7866
211254_x_at,2111
211255_x_at,13405
211256_x_at,14688
211257_x_at,11046
211258_s_at,3380
211259_s_at,4466
211260_at,7333
211261_at,3510
211262_at,2075
211263_s_at,7610
211264_at,5280
211265_at,6822
211266_s_at,6103
211267_at,8812
211269_s_at,5781
211270_x_at,16735
211271_x_at,20308
211272_s_at,9561
211273_s_at,1385
211274_at,6695
211275_s_at,19706
211276_at,8418
211277_x_at,5947
211279_at,12448
211280_s_at,14165
211282_x_at,14200
211284_s_at,10977
211285_s_at,21192
211286_x_at,6548
211287_x_at,4272
211289_x_at,22259
211295_x_at,4273
211296_x_at,8749
211297_s_at,16115
211298_s_at,15735
211299_s_at,19665
211300_s_at,4976
211301_at,5731
211302_s_at,3043
211303_x_at,7952
211304_x_at,6091
211305_x_at,481
211306_s_at,2739
211307_s_at,2039
211310_at,5494
211312_s_at,10429
211313_s_at,18821
211314_at,6654
211315_s_at,11037
211316_x_at,8046
211317_s_at,13642
211318_s_at,11962
211319_at,426
211320_s_at,16426
211322_s_at,6291
211323_s_at,4343
211324_s_at,1526
211325_x_at,13407
211326_x_at,3232
211327_x_at,133
211328_x_at,17287
211329_x_at,41
211330_s_at,20421
211331_x_at,1660
211332_x_at,2899
211333_s_at,896
211334_at,7681
211336_x_at,12039
211337_s_at,16498
211338_at,1976
211339_s_at,16199
211340_s_at,15568
211341_at,4771
211342_x_at,8644
211343_s_at,63
211345_x_at,8598
211347_at,1158
211348_s_at,9451
211349_at,11121
211350_s_at,13420
211351_at,1551
211352_s_at,12984
211353_at,6025
211354_s_at,7404
211355_x_at,16807
211356_x_at,2760
211357_s_at,3042
211358_s_at,12234
211359_s_at,953
211360_s_at,1012
211361_s_at,2067
211362_s_at,1233
211363_s_at,9247
211364_at,13408
211365_s_at,3873
211366_x_at,9454
211367_s_at,2479
211368_s_at,1553
211369_at,12335
211370_s_at,8363
211371_at,2159
211372_s_at,7005
211373_s_at,9328
211374_x_at,10835
211375_s_at,19001
211376_s_at,8374
211377_x_at,2383
211378_x_at,8427
211379_x_at,20743
211380_s_at,1430
211381_x_at,7597
211382_s_at,21948
211383_s_at,14010
211384_s_at,13671
211385_x_at,13301
211386_at,22100
211387_x_at,11009
211388_s_at,17996
211389_x_at,12477
211390_at,9227
211391_s_at,11982
211392_s_at,14201
211393_at,1422
211395_x_at,4545
211396_at,4778
211397_x_at,11904
211398_at,1220
211399_at,3252
211400_at,2350
211401_s_at,1748
211402_x_at,1507
211403_x_at,16754
211404_s_at,16635
211405_x_at,6771
211406_at,18287
211407_at,13770
211410_x_at,3416
211411_at,6869
211412_at,4804
211413_s_at,11341
211414_at,5005
211416_x_at,3211
211417_x_at,4425
211419_s_at,3530
211421_s_at,4636
211422_at,9981
211423_s_at,16238
211424_x_at,18429
211425_x_at,9702
211426_x_at,9067
211427_s_at,11743
211428_at,888
211429_s_at,13631
211430_s_at,8956
211431_s_at,8469
211432_s_at,22176
211433_x_at,1725
211434_s_at,3326
211435_at,13891
211436_at,6857
211437_at,6858
211438_at,1849
211439_at,1654
211440_x_at,106
211441_x_at,1908
211442_x_at,5117
211444_at,22163
211445_x_at,16659
211446_at,6459
211447_s_at,6764
211448_s_at,902
211449_at,3801
211450_s_at,14051
211451_s_at,9321
211452_x_at,8716
211453_s_at,4428
211454_x_at,21725
211455_at,3116
211456_x_at,13544
211457_at,1555
211458_s_at,14460
211459_at,12105
211460_at,3586
211461_at,4243
211462_s_at,11528
211463_at,330
211464_x_at,9443
211465_x_at,11875
211466_at,4609
211467_s_at,88
211468_s_at,7986
211469_s_at,6761
211470_s_at,15306
211471_s_at,17924
211472_at,14329
211473_s_at,7592
211474_s_at,10048
211475_s_at,11792
211476_at,11843
211478_s_at,3834
211479_s_at,4363
211480_s_at,2636
211481_at,2832
211483_x_at,254
211484_s_at,6870
211485_s_at,10013
211486_s_at,1312
211487_x_at,7779
211488_s_at,1676
211489_at,18543
211490_at,2222
211491_at,15247
211492_s_at,1810
211493_x_at,10821
211494_s_at,7548
211495_x_at,14628
211496_s_at,3353
211497_x_at,2508
211498_s_at,1281
211499_s_at,17992
211500_at,10818
211501_s_at,21546
211502_s_at,44
211503_s_at,20025
211504_x_at,1847
211505_s_at,19523
211506_s_at,17550
211507_s_at,8500
211508_s_at,4884
211509_s_at,20418
211510_s_at,8006
211512_s_at,14635
211513_s_at,4886
211514_at,14743
211515_s_at,12212
211516_at,12470
211517_s_at,5124
211518_s_at,18268
211519_s_at,12191
211520_s_at,787
211521_s_at,6041
211522_s_at,2014
211523_at,51
211524_at,5470
211525_s_at,11908
211526_s_at,1001
211527_x_at,5001
211528_x_at,9312
211529_x_at,710
211530_x_at,12192
211531_x_at,7092
211532_x_at,3024
211533_at,15676
211534_x_at,7569
211535_s_at,12533
211536_x_at,1164
211537_x_at,13957
211538_s_at,20245
211540_s_at,13722
211541_s_at,434
211542_x_at,3948
211543_s_at,11896
211544_s_at,17243
211545_at,3727
211546_x_at,18100
211547_s_at,13667
211548_s_at,9681
211549_s_at,869
211550_at,4765
211551_at,6872
211552_s_at,19933
211553_x_at,3070
211554_s_at,7258
211555_s_at,2628
211556_at,4096
211557_x_at,9282
211558_s_at,11517
211559_s_at,4259
211560_s_at,8191
211561_x_at,2865
211562_s_at,1959
211563_s_at,17551
211564_s_at,2745
211565_at,14570
211566_x_at,5729
211567_at,14
211568_at,6671
211569_s_at,11565
211570_s_at,12140
211571_s_at,3700
211572_s_at,14273
211573_x_at,6164
211574_s_at,7008
211575_s_at,16039
211576_s_at,20051
211577_s_at,4420
211578_s_at,11718
211579_at,6971
211580_s_at,12051
211581_x_at,3639
211582_x_at,2958
211583_x_at,1622
211584_s_at,5535
211585_at,7057
211586_s_at,2357
211587_x_at,826
211588_s_at,4667
211589_at,9729
211590_x_at,13958
211591_s_at,5322
211592_s_at,3863
211593_s_at,11477
211594_s_at,15098
211595_s_at,20766
211596_s_at,5433
211597_s_at,7706
211598_x_at,9918
211599_x_at,10260
211600_at,17467
211601_at,6752
211602_s_at,16230
211603_s_at,14595
211604_x_at,9271
211605_s_at,12200
211606_at,2920
211607_x_at,8883
211608_at,7513
211609_x_at,3161
211610_at,4063
211611_s_at,4693
211612_s_at,18271
211613_s_at,3126
211614_at,11351
211615_s_at,19507
211616_s_at,4429
211617_at,8688
211618_s_at,4904
211619_s_at,9393
211620_x_at,18036
211621_at,16896
211622_s_at,3936
211623_s_at,11511
211624_s_at,7703
211625_s_at,2565
211626_x_at,10341
211627_x_at,13783
211628_x_at,8356
211630_s_at,21102
211631_x_at,7261
211632_at,4582
211633_x_at,2168
211634_x_at,3207
211635_x_at,2462
211636_at,2591
211637_x_at,4331
211638_at,6896
211639_x_at,18040
211640_x_at,4903
211641_x_at,3797
211642_at,4457
211643_x_at,241
211644_x_at,3169
211645_x_at,7669
211646_at,840
211647_x_at,8528
211648_at,6052
211649_x_at,571
211650_x_at,6940
211651_s_at,15506
211652_s_at,2489
211653_x_at,11709
211654_x_at,20684
211655_at,6094
211656_x_at,2472
211657_at,21135
211658_at,17490
211659_at,2937
211660_at,9242
211661_x_at,13360
211662_s_at,12880
211663_x_at,3675
211665_s_at,3512
211666_x_at,9155
211667_x_at,10319
211668_s_at,4949
211670_x_at,7423
211671_s_at,22114
211672_s_at,3872
211673_s_at,15684
211674_x_at,2907
211675_s_at,9385
211676_s_at,17861
211677_x_at,436
211678_s_at,17634
211679_x_at,12364
211680_at,4108
211681_s_at,6989
211682_x_at,8446
211684_s_at,16631
211685_s_at,6485
211686_s_at,12471
211687_x_at,6267
211688_x_at,4517
211689_s_at,18224
211690_at,4742
211691_x_at,6974
211692_s_at,15366
211693_at,7365
211694_at,3651
211695_x_at,18932
211696_x_at,14915
211697_x_at,12557
211698_at,22036
211699_x_at,6804
211700_s_at,1983
211701_s_at,8114
211702_s_at,21259
211703_s_at,17028
211704_s_at,21522
211705_s_at,4853
211706_s_at,6115
211707_s_at,860
211708_s_at,3673
211709_s_at,9745
211710_x_at,7566
211711_s_at,19589
211712_s_at,10217
211713_x_at,12525
211714_x_at,4819
211715_s_at,14294
211716_x_at,11441
211717_at,8664
211718_at,11133
211719_x_at,5062
211720_x_at,3418
211721_s_at,10594
211722_s_at,4896
211724_x_at,12615
211725_s_at,7726
211726_s_at,4196
211727_s_at,16643
211728_s_at,18898
211729_x_at,709
211730_s_at,12509
211731_x_at,12965
211732_x_at,13598
211733_x_at,19742
211734_s_at,6925
211735_x_at,983
211736_at,3224
211737_x_at,2952
211738_x_at,6187
211739_x_at,8483
211740_at,2931
211741_x_at,812
211742_s_at,13624
211743_s_at,6860
211744_s_at,13687
211745_x_at,9066
211746_x_at,11703
211747_s_at,13272
211748_x_at,1829
211749_s_at,12868
211750_x_at,4434
211751_at,17997
211752_s_at,20606
211753_s_at,15410
211754_s_at,19201
211755_s_at,15533
211756_at,6909
211758_x_at,19358
211759_x_at,1882
211760_s_at,18597
211761_s_at,17426
211762_s_at,17440
211763_s_at,12658
211764_s_at,21308
211765_x_at,7132
211766_s_at,8291
211767_at,19514
211768_at,12019
211769_x_at,7444
211771_s_at,10323
211772_x_at,10918
211773_s_at,1258
211774_s_at,16712
211775_x_at,12579
211776_s_at,1193
211778_s_at,13052
211779_x_at,7601
211780_x_at,18505
211781_x_at,8885
211782_at,8748
211783_s_at,16863
211784_s_at,16213
211786_at,2193
211787_s_at,1333
211788_s_at,3568
211789_s_at,6778
211790_s_at,9146
211791_s_at,9554
211792_s_at,7962
211793_s_at,18531
211794_at,7307
211795_s_at,9738
211796_s_at,1309
211797_s_at,17230
211798_x_at,8
211799_x_at,18387
211800_s_at,21524
211801_x_at,16801
211802_x_at,3006
211803_at,865
211804_s_at,613
211805_s_at,13748
211806_s_at,10783
211807_x_at,13245
211808_s_at,14946
211809_x_at,13162
211810_s_at,12220
211811_s_at,4763
211812_s_at,12940
211813_x_at,1426
211814_s_at,209
211815_s_at,551
211816_x_at,1857
211817_s_at,6810
211818_s_at,6268
211819_s_at,6312
211820_x_at,1257
211821_x_at,8284
211822_s_at,4141
211823_s_at,10210
211824_x_at,7829
211825_s_at,4439
211826_s_at,12484
211827_s_at,3572
211828_s_at,3866
211829_s_at,11377
211830_s_at,21528
211831_s_at,5109
211832_s_at,6911
211833_s_at,17433
211834_s_at,685
211835_at,6488
211836_s_at,10224
211837_s_at,359
211838_x_at,16380
211839_s_at,3881
211840_s_at,3355
211841_s_at,6975
211842_s_at,4611
211843_x_at,10091
211844_s_at,4782
211845_at,3659
211846_s_at,11994
211848_s_at,9414
211849_s_at,19344
211851_x_at,5323
211852_s_at,13664
211855_s_at,18168
211856_x_at,1286
211858_x_at,6791
211861_x_at,9924
211862_x_at,3761
211863_x_at,20663
211864_s_at,8647
211865_s_at,19092
211866_x_at,20637
211867_s_at,7304
211868_x_at,5324
211869_at,5501
211870_s_at,11852
211871_x_at,17617
211872_s_at,1547
211873_s_at,839
211874_s_at,8580
211875_x_at,17089
211876_x_at,12384
211877_s_at,18797
211878_at,5853
211879_x_at,4499
211880_x_at,1785
211881_x_at,3082
211882_x_at,811
211883_x_at,8368
211884_s_at,6740
211885_x_at,5703
211886_s_at,4317
211887_x_at,9411
211888_x_at,5360
211889_x_at,10101
211890_x_at,2505
211891_s_at,13647
211892_s_at,18139
211893_x_at,925
211894_x_at,2115
211896_s_at,10810
211897_s_at,11117
211898_s_at,7111
211899_s_at,8142
211900_x_at,11311
211901_s_at,8130
211902_x_at,2392
211903_s_at,8021
211904_x_at,2879
211905_s_at,4182
211906_s_at,6620
211907_s_at,14244
211908_x_at,10778
211909_x_at,10987
211910_at,6504
211911_x_at,9628
211912_at,14094
211913_s_at,18910
211914_x_at,11807
211915_s_at,7538
211916_s_at,2094
211917_s_at,10
211918_x_at,7757
211919_s_at,9794
211920_at,5813
211921_x_at,15379
211922_s_at,1616
211923_s_at,737
211924_s_at,19317
211925_s_at,12134
211926_s_at,12015
211927_x_at,10785
211928_at,15843
211929_at,19919
211930_at,19191
211931_s_at,18908
211932_at,18740
211933_s_at,6410
211934_x_at,8654
211935_at,14199
211936_at,10327
211937_at,9152
211938_at,14745
211939_x_at,8309
211940_x_at,1044
211941_s_at,12948
211942_x_at,2753
211943_x_at,9497
211944_at,9661
211945_s_at,14776
211946_s_at,19365
211947_s_at,20630
211948_x_at,14938
211949_s_at,4011
211950_at,15271
211951_at,19617
211952_at,19212
211953_s_at,21768
211954_s_at,12941
211955_at,10238
211956_s_at,6593
211958_at,16191
211959_at,10641
211960_s_at,20611
211961_s_at,14394
211962_s_at,17630
211963_s_at,12891
211964_at,9763
211965_at,19844
211966_at,2293
211967_at,10892
211968_s_at,7555
211969_at,15261
211970_x_at,4427
211971_s_at,20650
211972_x_at,6394
211973_at,15122
211974_x_at,15007
211975_at,11839
211976_at,14298
211977_at,10952
211978_x_at,2714
211979_at,11116
211980_at,11297
211981_at,1935
211982_x_at,20562
211983_x_at,4502
211984_at,20274
211985_s_at,18858
211986_at,20371
211987_at,20040
211988_at,20952
211989_at,17983
211990_at,4947
211991_s_at,12532
211992_at,21001
211993_at,10137
211994_at,21791
211995_x_at,2308
211996_s_at,17162
211997_x_at,9438
211998_at,22256
211999_at,15099
212000_at,21929
212001_at,19269
212002_at,18623
212003_at,10446
212004_at,19830
212005_at,13123
212006_at,18827
212007_at,11715
212008_at,9778
212009_s_at,5346
212010_s_at,18643
212012_at,15553
212013_at,20788
212014_x_at,21163
212015_x_at,15358
212016_s_at,8715
212017_at,20490
212018_s_at,20179
212019_at,21809
212020_s_at,21307
212021_s_at,20849
212022_s_at,16866
212023_s_at,4625
212024_x_at,21628
212025_s_at,14080
212026_s_at,14422
212027_at,17199
212028_at,17249
212029_s_at,8790
212030_at,14560
212031_at,17605
212032_s_at,12403
212033_at,21341
212034_s_at,16360
212035_s_at,19602
212036_s_at,7769
212037_at,18605
212038_s_at,12762
212039_x_at,802
212040_at,11919
212041_at,13275
212042_x_at,7200
212043_at,17524
212044_s_at,6450
212045_at,14831
212046_x_at,19390
212047_s_at,17866
212048_s_at,8054
212049_at,19940
212050_at,21312
212051_at,16989
212052_s_at,21976
212053_at,20420
212054_x_at,18096
212055_at,15569
212056_at,18693
212057_at,12021
212058_at,11950
212059_s_at,17874
212060_at,21801
212061_at,21253
212062_at,18984
212063_at,22078
212064_x_at,16913
212065_s_at,18976
212066_s_at,18113
212067_s_at,11975
212068_s_at,18457
212069_s_at,22161
212070_at,17268
212071_s_at,14690
212072_s_at,18719
212073_at,18375
212074_at,22097
212075_s_at,17397
212076_at,12095
212077_at,5262
212078_s_at,17798
212079_s_at,14180
212080_at,16947
212081_x_at,15924
212082_s_at,9123
212083_at,11959
212084_at,19801
212085_at,9176
212086_x_at,12808
212087_s_at,15085
212088_at,20258
212089_at,15259
212090_at,16795
212091_s_at,6963
212092_at,12101
212093_s_at,6549
212094_at,11806
212095_s_at,16612
212096_s_at,9701
212097_at,19263
212098_at,21115
212099_at,21460
212100_s_at,20150
212101_at,17888
212102_s_at,6910
212103_at,11154
212104_s_at,20516
212105_s_at,13004
212106_at,16119
212107_s_at,6891
212108_at,20226
212109_at,15465
212110_at,16329
212111_at,12381
212112_s_at,15551
212113_at,4709
212114_at,21555
212115_at,19960
212116_at,5959
212117_at,12823
212118_at,18636
212119_at,11712
212120_at,19793
212121_at,10508
212122_at,13884
212123_at,18732
212124_at,10202
212125_at,15034
212126_at,9866
212127_at,18263
212128_s_at,134
212129_at,13950
212130_x_at,13879
212131_at,21340
212132_at,21610
212133_at,18247
212134_at,19271
212135_s_at,20439
212136_at,22085
212137_at,14341
212138_at,6728
212139_at,21381
212140_at,20096
212141_at,10196
212142_at,14070
212143_s_at,11689
212144_at,21488
212145_at,18460
212146_at,21097
212147_at,18943
212148_at,18869
212149_at,16985
212150_at,20151
212151_at,11779
212152_x_at,13602
212153_at,16942
212154_at,17263
212155_at,16145
212156_at,2563
212157_at,9507
212158_at,1592
212159_x_at,18834
212160_at,9156
212161_at,2819
212162_at,12017
212163_at,13978
212164_at,19159
212165_at,11652
212166_at,14615
212167_s_at,12566
212168_at,21901
212169_at,15472
212170_at,17237
212171_x_at,18769
212172_at,1647
212173_at,1691
212174_at,21014
212175_s_at,19588
212176_at,20682
212177_at,21937
212178_s_at,20293
212179_at,22204
212180_at,4000
212181_s_at,12480
212182_at,12162
212183_at,16152
212184_s_at,21114
212185_x_at,6794
212186_at,11277
212187_x_at,7762
212188_at,19469
212189_s_at,18763
212190_at,499
212191_x_at,7435
212192_at,13498
212193_s_at,19512
212194_s_at,17264
212195_at,14953
212196_at,15461
212197_x_at,20442
212198_s_at,5255
212199_at,13724
212200_at,19583
212201_at,16719
212202_s_at,18692
212203_x_at,4757
212204_at,6435
212205_at,19333
212206_s_at,16955
212207_at,22026
212208_at,6769
212209_at,13446
212210_at,9427
212211_at,14621
212212_s_at,21787
212213_x_at,7834
212214_at,17764
212215_at,18644
212216_at,4051
212217_at,13499
212218_s_at,11895
212219_at,12295
212220_at,11501
212221_x_at,16496
212222_at,14533
212223_at,9189
212224_at,4374
212225_at,2210
212226_s_at,20236
212227_x_at,18668
212228_s_at,19305
212229_s_at,15736
212230_at,15060
212231_at,15971
212232_at,14351
212233_at,11189
212234_at,6006
212235_at,17338
212236_x_at,9212
212237_at,10659
212238_at,16939
212239_at,20105
212240_s_at,21741
212241_at,6606
212242_at,15742
212243_at,20858
212244_at,18491
212245_at,20219
212246_at,17153
212247_at,18251
212248_at,15312
212249_at,17639
212250_at,21012
212251_at,7803
212252_at,22103
212253_x_at,19511
212254_s_at,21493
212255_s_at,13337
212256_at,17474
212257_s_at,12680
212258_s_at,12452
212259_s_at,8022
212260_at,19052
212261_at,14886
212262_at,6615
212263_at,16107
212264_s_at,15875
212265_at,20733
212266_s_at,2353
212267_at,16404
212268_at,20857
212269_s_at,12610
212270_x_at,10537
212271_at,13824
212272_at,2622
212273_x_at,7145
212274_at,4795
212275_s_at,16859
212276_at,11627
212277_at,20719
212278_x_at,7186
212279_at,3260
212280_x_at,13297
212281_s_at,9921
212282_at,13822
212283_at,7384
212284_x_at,1125
212285_s_at,9519
212286_at,2300
212287_at,18496
212288_at,18658
212289_at,13853
212290_at,11224
212291_at,18106
212292_at,6768
212293_at,18430
212294_at,5995
212295_s_at,5384
212296_at,10131
212297_at,15376
212298_at,21223
212299_at,420
212300_at,16181
212301_at,20190
212302_at,15106
212303_x_at,10953
212305_s_at,20732
212306_at,9460
